,name,discord,released,release-date,romhack,gametypes,platforms,regions,genres,engines,developers,publishers,created,links
101,101-in-1 Explosive Megamix (DS),,2008,2008-11-28,False,[],[],[],[],[],[],[],2022-02-03T19:11:10Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxz2m6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=v1pxz2m6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxz2m6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxz2m6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxz2m6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxz2m6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/5nd0g9p7'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxz2m6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/v1pxz2m6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/v1pxz2m6/category/mkeyv582'}]"
102,101-in-1 Games,https://discord.gg/RSpJ3fKqXs,2011,2011-09-16,False,[],[],[],[],[],[],[],2022-08-16T01:53:43Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/m1mnlokd'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=m1mnlokd'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/m1mnlokd/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/m1mnlokd/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/m1mnlokd/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/m1mnlokd/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/5nd0g9p7'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/m1mnlokd/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/m1mnlokd/derived-games'}]"
103,101-in-1 Games 2: Evolution ,https://discord.gg/RSpJ3fKqXs,2014,2014-02-21,False,[],[],[],[],[],[],[],2022-02-01T17:07:27Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/76r37p56'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=76r37p56'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/76r37p56/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/76r37p56/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/76r37p56/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/76r37p56/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/5nd0g9p7'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/76r37p56/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/76r37p56/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/76r37p56/category/zd3qoenk'}]"
104,101-in-1 Games Anthology,https://discord.gg/RSpJ3fKqXs,2014,2014-04-16,False,[],[],[],[],[],[],[],2022-02-03T19:10:11Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/268w8r76'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=268w8r76'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/268w8r76/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/268w8r76/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/268w8r76/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/268w8r76/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/5nd0g9p7'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/268w8r76/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/268w8r76/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/268w8r76/category/n2yne1zk'}]"
105,1010!,https://discord.gg/bpY8zeB,2014,2014-09-25,True,['dj1gd1x5'],[],[],[],[],[],[],2017-04-01T05:24:02Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/pdvlzo1w'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=pdvlzo1w'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/pdvlzo1w/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/pdvlzo1w/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/pdvlzo1w/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/pdvlzo1w/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/pdvlzo1w/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/pdvlzo1w/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/pdvlzo1w/category/wdmwg9e2'}]"
106,1066,,2007,2007-02-27,False,[],[],[],[],[],[],[],2020-12-19T19:42:17Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/w6jlpned'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=w6jlpned'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/w6jlpned/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/w6jlpned/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/w6jlpned/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/w6jlpned/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/w6jlpned/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/w6jlpned/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/w6jlpned/category/7kj81jgd'}]"
107,1080° Avalanche,https://discord.gg/bRNCZMu,2003,2003-11-28,False,[],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC']",[],[],[],[],,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/9dowvo1p'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=9dowvo1p'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/9dowvo1p/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/9dowvo1p/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/9dowvo1p/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/9dowvo1p/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/vnv30070'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/9dowvo1p/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/9dowvo1p/derived-games'}]"
108,1080° Snowboarding,https://discord.gg/55MXqQs,1998,1998-03-31,False,[],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC']",[],[],[],[],,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/268ery6p'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=268ery6p'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/268ery6p/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/268ery6p/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/268ery6p/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/268ery6p/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/vnv30070'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/268ery6p/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/268ery6p/derived-games'}]"
109,10mg :),,2020,2020-10-15,False,[],[],[],[],[],[],[],2022-05-19T15:44:04Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/o6gn0vx1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=o6gn0vx1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/o6gn0vx1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/o6gn0vx1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/o6gn0vx1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/o6gn0vx1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/o6gn0vx1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/o6gn0vx1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/o6gn0vx1/category/wk6rojxk'}]"
110,10S,,2018,2018-08-24,False,[],[],['USA / NTSC'],[],[],[],[],2020-12-18T21:18:10Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/j1llgoe1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=j1llgoe1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/j1llgoe1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/j1llgoe1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/j1llgoe1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/j1llgoe1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/j1llgoe1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/j1llgoe1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/j1llgoe1/category/7kj8103d'}]"
111,10th Anniversary Map,,2019,2019-05-09,False,[],[],[],[],[],[],[],2020-10-14T02:25:56Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/k6q47god'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=k6q47god'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/k6q47god/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/k6q47god/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/k6q47god/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/k6q47god/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/y71gezl7'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/k6q47god/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/k6q47god/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/k6q47god/category/jdrlm3xd'}]"
112,10^2 (Minecraft Map),https://discord.gg/D4qHpWG,2020,2020-05-05,False,[],[],[],[],[],[],[],2020-08-12T18:17:53Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/pdvze346'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=pdvze346'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/pdvze346/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/pdvze346/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/pdvze346/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/pdvze346/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/y71gezl7'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/pdvze346/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/pdvze346/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/pdvze346/category/rklr9lrk'}]"
113,112 Operator,,2020,2020-04-23,False,[],[],[],[],[],[],[],2020-07-12T19:10:31Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/4d79m331'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=4d79m331'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/4d79m331/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/4d79m331/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/4d79m331/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/4d79m331/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/4d79m331/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/4d79m331/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/4d79m331/category/824019nd'}]"
114,1187: Episode One,https://discord.gg/sourceruns,2010,2010-10-19,True,['lyn97m9o'],[],[],[],[],[],[],2019-12-20T11:47:43Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2xk41'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=3dx2xk41'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2xk41/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2xk41/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2xk41/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2xk41/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/2qnl5e75'}, {'rel': 'base-game', 'uri': 'https://www.speedrun.com/api/v1/games/ok6q991g'}, {'rel': 'game', 'uri': 'https://www.speedrun.com/api/v1/games/ok6q991g'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2xk41/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/3dx2xk41/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/3dx2xk41/category/jdrvlvg2'}]"
115,12 is Better Than 6,,2015,2015-11-20,False,[],[],[],[],[],[],[],2017-07-23T19:23:59Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/3dxwxg1y'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=3dxwxg1y'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/3dxwxg1y/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/3dxwxg1y/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/3dxwxg1y/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/3dxwxg1y/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/yr4gon12'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/3dxwxg1y/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/3dxwxg1y/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/3dxwxg1y/category/q258n7g2'}]"
116,12 Labours of Hercules,https://discord.gg/arP5R97wyN,2015,2015-03-23,False,[],[],[],[],[],[],[],2016-01-14T05:41:33Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/nd297r60'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=nd297r60'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/nd297r60/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/nd297r60/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/nd297r60/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/nd297r60/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/34jdoo4o'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/nd297r60/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/nd297r60/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/nd297r60/category/824x4mgd'}]"
117,12 Labours of Hercules II: The Cretan Bull,https://discord.gg/xHhwMahqCK,2015,2015-06-02,False,[],[],[],[],[],[],[],2017-04-30T09:07:08Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/ldevql13'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=ldevql13'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/ldevql13/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/ldevql13/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/ldevql13/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/ldevql13/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/34jdoo4o'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/ldevql13/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/ldevql13/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/ldevql13/category/zd3lvped'}]"
118,12 Labours of Hercules III: Girl Power,https://discord.gg/arP5R97wyN,2015,2015-08-07,False,[],[],[],[],[],[],[],2017-04-30T09:10:59Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/268g4ydp'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=268g4ydp'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/268g4ydp/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/268g4ydp/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/268g4ydp/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/268g4ydp/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/34jdoo4o'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/268g4ydp/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/268g4ydp/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/268g4ydp/category/9kvjqwek'}]"
119,12 Labours of Hercules IV: Mother Nature,https://discord.gg/arP5R97wyN,2015,2015-12-25,False,[],[],[],[],[],[],[],2017-04-30T09:22:43Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/9dom5o6p'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=9dom5o6p'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/9dom5o6p/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/9dom5o6p/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/9dom5o6p/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/9dom5o6p/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/34jdoo4o'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/9dom5o6p/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/9dom5o6p/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/9dom5o6p/category/rkle9w62'}]"
120,12 Labours of Hercules IX: A Hero's Moonwalk,https://discord.gg/arP5R97wyN,2019,2019-10-24,False,[],[],[],[],[],[],[],2022-06-24T13:48:50Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/pdv27mk6'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=pdv27mk6'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/pdv27mk6/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/pdv27mk6/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/pdv27mk6/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/pdv27mk6/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/34jdoo4o'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/pdv27mk6/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/pdv27mk6/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/pdv27mk6/category/wkpgn3wk'}]"
121,12 Labours of Hercules V: Kids of Hellas,,2016,2016-06-17,False,[],[],[],[],[],[],[],2017-04-30T09:26:06Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/m1m85xd2'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=m1m85xd2'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/m1m85xd2/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/m1m85xd2/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/m1m85xd2/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/m1m85xd2/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/34jdoo4o'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/m1m85xd2/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/m1m85xd2/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/m1m85xd2/category/ndxpeyo2'}]"
122,12 Labours of Hercules VI: Race for Olympus,,2016,2016-12-20,False,[],[],[],[],[],[],[],2017-04-30T09:29:43Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/yd44pkde'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=yd44pkde'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/yd44pkde/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/yd44pkde/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/yd44pkde/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/yd44pkde/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/34jdoo4o'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/yd44pkde/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/yd44pkde/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/yd44pkde/category/wdm490ed'}]"
123,12 Labours of Hercules VII: Fleecing The Fleece,https://discord.gg/arP5R97wyN,2018,2018-01-12,False,[],[],[],[],[],[],[],2022-06-24T13:49:47Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/nd283xqd'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=nd283xqd'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/nd283xqd/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/nd283xqd/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/nd283xqd/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/nd283xqd/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/34jdoo4o'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/nd283xqd/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/nd283xqd/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/nd283xqd/category/7kjl96x2'}]"
124,12 Labours of Hercules VIII: How I Met Megara,https://discord.gg/arP5R97wyN,2018,2018-12-26,False,[],[],[],[],[],[],[],2022-06-24T13:48:14Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/3698433d'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=3698433d'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/3698433d/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/3698433d/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/3698433d/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/3698433d/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/34jdoo4o'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/3698433d/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/3698433d/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/3698433d/category/9kvrn982'}]"
125,12 Labours of Hercules X: Greed For Speed,,2020,2020-04-22,True,['dj1gd1x5'],[],"['USA / NTSC', 'EUR / PAL', 'JPN / NTSC', 'CHN / PAL', 'KOR / NTSC', 'BRA / PAL']",[],[],[],[],2021-08-24T16:56:41Z,"[{'rel': 'self', 'uri': 'https://www.speedrun.com/api/v1/games/ldejmnn1'}, {'rel': 'runs', 'uri': 'https://www.speedrun.com/api/v1/runs?game=ldejmnn1'}, {'rel': 'levels', 'uri': 'https://www.speedrun.com/api/v1/games/ldejmnn1/levels'}, {'rel': 'categories', 'uri': 'https://www.speedrun.com/api/v1/games/ldejmnn1/categories'}, {'rel': 'variables', 'uri': 'https://www.speedrun.com/api/v1/games/ldejmnn1/variables'}, {'rel': 'records', 'uri': 'https://www.speedrun.com/api/v1/games/ldejmnn1/records'}, {'rel': 'series', 'uri': 'https://www.speedrun.com/api/v1/series/34jdoo4o'}, {'rel': 'derived-games', 'uri': 'https://www.speedrun.com/api/v1/games/ldejmnn1/derived-games'}, {'rel': 'romhacks', 'uri': 'https://www.speedrun.com/api/v1/games/ldejmnn1/derived-games'}, {'rel': 'leaderboard', 'uri': 'https://www.speedrun.com/api/v1/leaderboards/ldejmnn1/category/jdrrexxd'}]"
